sheet_name,row_number,series_label,period,value
Summary 1,16,Gross advances £ millions,2007-Q1,86432.163
Summary 1,16,Gross advances £ millions,2007-Q2,96694.881
Summary 1,16,Gross advances £ millions,2007-Q3,101979.98
Summary 1,16,Gross advances £ millions,2007-Q4,86608.823
Summary 1,16,Gross advances £ millions,2008-Q1,73365.331
Summary 1,16,Gross advances £ millions,2008-Q2,71629.616
Summary 1,16,Gross advances £ millions,2008-Q3,60583.695
Summary 1,16,Gross advances £ millions,2008-Q4,44823.241
Summary 1,16,Gross advances £ millions,2009-Q1,32588.306
Summary 1,16,Gross advances £ millions,2009-Q2,33799.533
Summary 1,16,Gross advances £ millions,2009-Q3,40330.642
Summary 1,16,Gross advances £ millions,2009-Q4,41246.305
Summary 1,16,Gross advances £ millions,2010-Q1,32050.568
Summary 1,16,Gross advances £ millions,2010-Q2,36472.24
Summary 1,16,Gross advances £ millions,2010-Q3,40827.545
Summary 1,16,Gross advances £ millions,2010-Q4,36814.947
Summary 1,16,Gross advances £ millions,2011-Q1,32984.725
Summary 1,16,Gross advances £ millions,2011-Q2,36554.241
Summary 1,16,Gross advances £ millions,2011-Q3,43568.227
Summary 1,16,Gross advances £ millions,2011-Q4,40107.073
Summary 1,16,Gross advances £ millions,2012-Q1,36442.684
Summary 1,16,Gross advances £ millions,2012-Q2,36926.808
Summary 1,16,Gross advances £ millions,2012-Q3,39595.182
Summary 1,16,Gross advances £ millions,2012-Q4,39397.195
Summary 1,16,Gross advances £ millions,2013-Q1,34044.484
Summary 1,16,Gross advances £ millions,2013-Q2,41673.78
Summary 1,16,Gross advances £ millions,2013-Q3,49570.122
Summary 1,16,Gross advances £ millions,2013-Q4,51491.136
Summary 1,16,Gross advances £ millions,2014-Q1,47097.301
Summary 1,16,Gross advances £ millions,2014-Q2,51518.104
Summary 1,16,Gross advances £ millions,2014-Q3,55910.718
Summary 1,16,Gross advances £ millions,2014-Q4,51371.767
Summary 1,16,Gross advances £ millions,2015-Q1,45593.342
Summary 1,16,Gross advances £ millions,2015-Q2,52564.001
Summary 1,16,Gross advances £ millions,2015-Q3,62095.996
Summary 1,16,Gross advances £ millions,2015-Q4,63090.045
Summary 1,16,Gross advances £ millions,2016-Q1,64015.298
Summary 1,16,Gross advances £ millions,2016-Q2,58037.382
Summary 1,16,Gross advances £ millions,2016-Q3,64447.772
Summary 1,16,Gross advances £ millions,2016-Q4,62772.619
Summary 1,16,Gross advances £ millions,2017-Q1,60435.915
Summary 1,16,Gross advances £ millions,2017-Q2,62586.376
Summary 1,16,Gross advances £ millions,2017-Q3,70719.892
Summary 1,16,Gross advances £ millions,2017-Q4,68963.54
Summary 1,16,Gross advances £ millions,2018-Q1,62436.475
Summary 1,16,Gross advances £ millions,2018-Q2,66729.277
Summary 1,16,Gross advances £ millions,2018-Q3,73454.664
Summary 1,16,Gross advances £ millions,2018-Q4,72875.539
Summary 1,16,Gross advances £ millions,2019-Q1,63368.348
Summary 1,16,Gross advances £ millions,2019-Q2,66088.26
Summary 1,16,Gross advances £ millions,2019-Q3,73303.859
Summary 1,16,Gross advances £ millions,2019-Q4,73466.502
Summary 1,16,Gross advances £ millions,2020-Q1,65818.022
Summary 1,16,Gross advances £ millions,2020-Q2,44159.88
Summary 1,16,Gross advances £ millions,2020-Q3,62527.45
Summary 1,16,Gross advances £ millions,2020-Q4,76601.634
Summary 1,16,Gross advances £ millions,2021-Q1,83175.142
Summary 1,16,Gross advances £ millions,2021-Q2,89117.086
Summary 1,16,Gross advances £ millions,2021-Q3,73437.692
Summary 1,16,Gross advances £ millions,2021-Q4,70200.639
Summary 1,16,Gross advances £ millions,2022-Q1,76942.33
Summary 1,16,Gross advances £ millions,2022-Q2,77985.253
Summary 1,16,Gross advances £ millions,2022-Q3,85944.428
Summary 1,16,Gross advances £ millions,2022-Q4,81619.405
Summary 1,16,Gross advances £ millions,2023-Q1,58587.24
Summary 1,16,Gross advances £ millions,2023-Q2,52134.03
Summary 1,16,Gross advances £ millions,2023-Q3,61404.034
Summary 1,16,Gross advances £ millions,2023-Q4,52943.596
Summary 1,16,Gross advances £ millions,2024-Q1,51589.645
Summary 1,16,Gross advances £ millions,2024-Q2,60204.199
Summary 1,16,Gross advances £ millions,2024-Q3,65532.408
Summary 1,16,Gross advances £ millions,2024-Q4,68774.152
Summary 1,16,Gross advances £ millions,2025-Q1,77560.808
Summary 1,16,Gross advances £ millions,2025-Q2,58760.698
Summary 1,16,Gross advances £ millions,2025-Q3,80438.426
Summary 1,16,Gross advances £ millions,2025-Q4,79388.852
Summary 1,17,Net advances £ millions,2007-Q1,33434.097
Summary 1,17,Net advances £ millions,2007-Q2,37319.103
Summary 1,17,Net advances £ millions,2007-Q3,39641.002
Summary 1,17,Net advances £ millions,2007-Q4,29671.474
Summary 1,17,Net advances £ millions,2008-Q1,24073.429
Summary 1,17,Net advances £ millions,2008-Q2,21746.638
Summary 1,17,Net advances £ millions,2008-Q3,13813.992
Summary 1,17,Net advances £ millions,2008-Q4,8624.704
Summary 1,17,Net advances £ millions,2009-Q1,1878.281
Summary 1,17,Net advances £ millions,2009-Q2,5545.526
Summary 1,17,Net advances £ millions,2009-Q3,6492.112
Summary 1,17,Net advances £ millions,2009-Q4,7924.587
Summary 1,17,Net advances £ millions,2010-Q1,3728.677
Summary 1,17,Net advances £ millions,2010-Q2,5894.128
Summary 1,17,Net advances £ millions,2010-Q3,8308.94
Summary 1,17,Net advances £ millions,2010-Q4,1216.601
Summary 1,17,Net advances £ millions,2011-Q1,1694.603
Summary 1,17,Net advances £ millions,2011-Q2,7888.658
Summary 1,17,Net advances £ millions,2011-Q3,6949.765
Summary 1,17,Net advances £ millions,2011-Q4,4103.868
Summary 1,17,Net advances £ millions,2012-Q1,2661.999
Summary 1,17,Net advances £ millions,2012-Q2,4662.963
Summary 1,17,Net advances £ millions,2012-Q3,5602.102
Summary 1,17,Net advances £ millions,2012-Q4,4207.831
Summary 1,17,Net advances £ millions,2013-Q1,1314.83
Summary 1,17,Net advances £ millions,2013-Q2,5117.333
Summary 1,17,Net advances £ millions,2013-Q3,7205.85
Summary 1,17,Net advances £ millions,2013-Q4,8974.651
Summary 1,17,Net advances £ millions,2014-Q1,7035.237
Summary 1,17,Net advances £ millions,2014-Q2,8932.818
Summary 1,17,Net advances £ millions,2014-Q3,11050.652
Summary 1,17,Net advances £ millions,2014-Q4,8095.694
Summary 1,17,Net advances £ millions,2015-Q1,6288.02
Summary 1,17,Net advances £ millions,2015-Q2,9957.367
Summary 1,17,Net advances £ millions,2015-Q3,13676.381
Summary 1,17,Net advances £ millions,2015-Q4,14213.717
Summary 1,17,Net advances £ millions,2016-Q1,13626.793
Summary 1,17,Net advances £ millions,2016-Q2,11871.917
Summary 1,17,Net advances £ millions,2016-Q3,13346.012
Summary 1,17,Net advances £ millions,2016-Q4,11527.921
Summary 1,17,Net advances £ millions,2017-Q1,9953.126
Summary 1,17,Net advances £ millions,2017-Q2,11870.502
Summary 1,17,Net advances £ millions,2017-Q3,16228.277
Summary 1,17,Net advances £ millions,2017-Q4,11906.853
Summary 1,17,Net advances £ millions,2018-Q1,8929.829
Summary 1,17,Net advances £ millions,2018-Q2,13388.532
Summary 1,17,Net advances £ millions,2018-Q3,13228.537
Summary 1,17,Net advances £ millions,2018-Q4,13639.291
Summary 1,17,Net advances £ millions,2019-Q1,9961.908
Summary 1,17,Net advances £ millions,2019-Q2,13754.918
Summary 1,17,Net advances £ millions,2019-Q3,16506.387
Summary 1,17,Net advances £ millions,2019-Q4,14903.471
Summary 1,17,Net advances £ millions,2020-Q1,10729.596
Summary 1,17,Net advances £ millions,2020-Q2,2757.373
Summary 1,17,Net advances £ millions,2020-Q3,13016.201
Summary 1,17,Net advances £ millions,2020-Q4,20018.773
Summary 1,17,Net advances £ millions,2021-Q1,21586.045
Summary 1,17,Net advances £ millions,2021-Q2,27451.946
Summary 1,17,Net advances £ millions,2021-Q3,16553.732
Summary 1,17,Net advances £ millions,2021-Q4,12178.59
Summary 1,17,Net advances £ millions,2022-Q1,17929.698
Summary 1,17,Net advances £ millions,2022-Q2,18845.363
Summary 1,17,Net advances £ millions,2022-Q3,21422.38
Summary 1,17,Net advances £ millions,2022-Q4,12924.285
Summary 1,17,Net advances £ millions,2023-Q1,-173.581
Summary 1,17,Net advances £ millions,2023-Q2,-402.093
Summary 1,17,Net advances £ millions,2023-Q3,2210.38
Summary 1,17,Net advances £ millions,2023-Q4,423.778
Summary 1,17,Net advances £ millions,2024-Q1,-1868.231
Summary 1,17,Net advances £ millions,2024-Q2,6694.175
Summary 1,17,Net advances £ millions,2024-Q3,10120.8
Summary 1,17,Net advances £ millions,2024-Q4,11113.458
Summary 1,17,Net advances £ millions,2025-Q1,19620.958
Summary 1,17,Net advances £ millions,2025-Q2,6650.946
Summary 1,17,Net advances £ millions,2025-Q3,16232.666
Summary 1,17,Net advances £ millions,2025-Q4,15621.979
Summary 1,18,New commitments £ millions,2007-Q1,92314.725
Summary 1,18,New commitments £ millions,2007-Q2,107704.912
Summary 1,18,New commitments £ millions,2007-Q3,101262.507
Summary 1,18,New commitments £ millions,2007-Q4,75797.33
Summary 1,18,New commitments £ millions,2008-Q1,74749.157
Summary 1,18,New commitments £ millions,2008-Q2,66851.909
Summary 1,18,New commitments £ millions,2008-Q3,49768.852
Summary 1,18,New commitments £ millions,2008-Q4,37474.23
Summary 1,18,New commitments £ millions,2009-Q1,28746.395
Summary 1,18,New commitments £ millions,2009-Q2,38811.364
Summary 1,18,New commitments £ millions,2009-Q3,38127.371
Summary 1,18,New commitments £ millions,2009-Q4,35798.264
Summary 1,18,New commitments £ millions,2010-Q1,33751.396
Summary 1,18,New commitments £ millions,2010-Q2,40601.073
Summary 1,18,New commitments £ millions,2010-Q3,38075.236
Summary 1,18,New commitments £ millions,2010-Q4,34600.256
Summary 1,18,New commitments £ millions,2011-Q1,34884.278
Summary 1,18,New commitments £ millions,2011-Q2,39576.837
Summary 1,18,New commitments £ millions,2011-Q3,41833.13
Summary 1,18,New commitments £ millions,2011-Q4,37045.063
Summary 1,18,New commitments £ millions,2012-Q1,37050.701
Summary 1,18,New commitments £ millions,2012-Q2,39810.945
Summary 1,18,New commitments £ millions,2012-Q3,35934.485
Summary 1,18,New commitments £ millions,2012-Q4,36885.163
Summary 1,18,New commitments £ millions,2013-Q1,35525.352
Summary 1,18,New commitments £ millions,2013-Q2,48141.055
Summary 1,18,New commitments £ millions,2013-Q3,50520.37
Summary 1,18,New commitments £ millions,2013-Q4,50356.32
Summary 1,18,New commitments £ millions,2014-Q1,48854.73
Summary 1,18,New commitments £ millions,2014-Q2,53482.17
Summary 1,18,New commitments £ millions,2014-Q3,53683.317
Summary 1,18,New commitments £ millions,2014-Q4,46236.67
Summary 1,18,New commitments £ millions,2015-Q1,47209.401
Summary 1,18,New commitments £ millions,2015-Q2,59564.667
Summary 1,18,New commitments £ millions,2015-Q3,64120.228
Summary 1,18,New commitments £ millions,2015-Q4,59463.693
Summary 1,18,New commitments £ millions,2016-Q1,60572.531
Summary 1,18,New commitments £ millions,2016-Q2,68108.783
Summary 1,18,New commitments £ millions,2016-Q3,61026.31
Summary 1,18,New commitments £ millions,2016-Q4,61704.766
Summary 1,18,New commitments £ millions,2017-Q1,61509.744
Summary 1,18,New commitments £ millions,2017-Q2,69094.828
Summary 1,18,New commitments £ millions,2017-Q3,69182.564
Summary 1,18,New commitments £ millions,2017-Q4,64875.187
Summary 1,18,New commitments £ millions,2018-Q1,61002.641
Summary 1,18,New commitments £ millions,2018-Q2,73180.942
Summary 1,18,New commitments £ millions,2018-Q3,72960.111
Summary 1,18,New commitments £ millions,2018-Q4,67876.238
Summary 1,18,New commitments £ millions,2019-Q1,63747.993
Summary 1,18,New commitments £ millions,2019-Q2,73363.516
Summary 1,18,New commitments £ millions,2019-Q3,73813.961
Summary 1,18,New commitments £ millions,2019-Q4,70616.924
Summary 1,18,New commitments £ millions,2020-Q1,67336.593
Summary 1,18,New commitments £ millions,2020-Q2,34420.936
Summary 1,18,New commitments £ millions,2020-Q3,78867.025
Summary 1,18,New commitments £ millions,2020-Q4,87734.811
Summary 1,18,New commitments £ millions,2021-Q1,77363.966
Summary 1,18,New commitments £ millions,2021-Q2,86068.531
Summary 1,18,New commitments £ millions,2021-Q3,78919.105
Summary 1,18,New commitments £ millions,2021-Q4,77297.251
Summary 1,18,New commitments £ millions,2022-Q1,82488.201
Summary 1,18,New commitments £ millions,2022-Q2,83979.379
Summary 1,18,New commitments £ millions,2022-Q3,87794.85
Summary 1,18,New commitments £ millions,2022-Q4,58343.441
Summary 1,18,New commitments £ millions,2023-Q1,45817.792
Summary 1,18,New commitments £ millions,2023-Q2,59475.872
Summary 1,18,New commitments £ millions,2023-Q3,49202.546
Summary 1,18,New commitments £ millions,2023-Q4,45975.766
Summary 1,18,New commitments £ millions,2024-Q1,60159.83
Summary 1,18,New commitments £ millions,2024-Q2,66939.102
Summary 1,18,New commitments £ millions,2024-Q3,66116.913
Summary 1,18,New commitments £ millions,2024-Q4,69387.677
Summary 1,18,New commitments £ millions,2025-Q1,68311.455
Summary 1,18,New commitments £ millions,2025-Q2,78156.273
Summary 1,18,New commitments £ millions,2025-Q3,79429.755
Summary 1,18,New commitments £ millions,2025-Q4,69941.098
Summary 1,22,Per cent of business at fixed rates Per cent,2007-Q1,64.794
Summary 1,22,Per cent of business at fixed rates Per cent,2007-Q2,67.45
Summary 1,22,Per cent of business at fixed rates Per cent,2007-Q3,67.114
Summary 1,22,Per cent of business at fixed rates Per cent,2007-Q4,57.041
Summary 1,22,Per cent of business at fixed rates Per cent,2008-Q1,45.876
Summary 1,22,Per cent of business at fixed rates Per cent,2008-Q2,56.372
Summary 1,22,Per cent of business at fixed rates Per cent,2008-Q3,52.684
Summary 1,22,Per cent of business at fixed rates Per cent,2008-Q4,43.729
Summary 1,22,Per cent of business at fixed rates Per cent,2009-Q1,47.487
Summary 1,22,Per cent of business at fixed rates Per cent,2009-Q2,64.555
Summary 1,22,Per cent of business at fixed rates Per cent,2009-Q3,66.633
Summary 1,22,Per cent of business at fixed rates Per cent,2009-Q4,49.667
Summary 1,22,Per cent of business at fixed rates Per cent,2010-Q1,37.331
Summary 1,22,Per cent of business at fixed rates Per cent,2010-Q2,39.101
Summary 1,22,Per cent of business at fixed rates Per cent,2010-Q3,43.496
Summary 1,22,Per cent of business at fixed rates Per cent,2010-Q4,45.928
Summary 1,22,Per cent of business at fixed rates Per cent,2011-Q1,51.218
Summary 1,22,Per cent of business at fixed rates Per cent,2011-Q2,56.023
Summary 1,22,Per cent of business at fixed rates Per cent,2011-Q3,51.707
Summary 1,22,Per cent of business at fixed rates Per cent,2011-Q4,53.534
Summary 1,22,Per cent of business at fixed rates Per cent,2012-Q1,55.082
Summary 1,22,Per cent of business at fixed rates Per cent,2012-Q2,56.389
Summary 1,22,Per cent of business at fixed rates Per cent,2012-Q3,55.984
Summary 1,22,Per cent of business at fixed rates Per cent,2012-Q4,63.546
Summary 1,22,Per cent of business at fixed rates Per cent,2013-Q1,70.686
Summary 1,22,Per cent of business at fixed rates Per cent,2013-Q2,75.257
Summary 1,22,Per cent of business at fixed rates Per cent,2013-Q3,77.314
Summary 1,22,Per cent of business at fixed rates Per cent,2013-Q4,80.273
Summary 1,22,Per cent of business at fixed rates Per cent,2014-Q1,81.011
Summary 1,22,Per cent of business at fixed rates Per cent,2014-Q2,81.945
Summary 1,22,Per cent of business at fixed rates Per cent,2014-Q3,82.571
Summary 1,22,Per cent of business at fixed rates Per cent,2014-Q4,82.24
Summary 1,22,Per cent of business at fixed rates Per cent,2015-Q1,77.635
Summary 1,22,Per cent of business at fixed rates Per cent,2015-Q2,78.926
Summary 1,22,Per cent of business at fixed rates Per cent,2015-Q3,80.659
Summary 1,22,Per cent of business at fixed rates Per cent,2015-Q4,84.092
Summary 1,22,Per cent of business at fixed rates Per cent,2016-Q1,81.429
Summary 1,22,Per cent of business at fixed rates Per cent,2016-Q2,82.273
Summary 1,22,Per cent of business at fixed rates Per cent,2016-Q3,82.3
Summary 1,22,Per cent of business at fixed rates Per cent,2016-Q4,81.292
Summary 1,22,Per cent of business at fixed rates Per cent,2017-Q1,84.788
Summary 1,22,Per cent of business at fixed rates Per cent,2017-Q2,88.136
Summary 1,22,Per cent of business at fixed rates Per cent,2017-Q3,89.518
Summary 1,22,Per cent of business at fixed rates Per cent,2017-Q4,90.416
Summary 1,22,Per cent of business at fixed rates Per cent,2018-Q1,90.568
Summary 1,22,Per cent of business at fixed rates Per cent,2018-Q2,91.589
Summary 1,22,Per cent of business at fixed rates Per cent,2018-Q3,90.563
Summary 1,22,Per cent of business at fixed rates Per cent,2018-Q4,91.892
Summary 1,22,Per cent of business at fixed rates Per cent,2019-Q1,91.862
Summary 1,22,Per cent of business at fixed rates Per cent,2019-Q2,92.186
Summary 1,22,Per cent of business at fixed rates Per cent,2019-Q3,91.797
Summary 1,22,Per cent of business at fixed rates Per cent,2019-Q4,92.435
Summary 1,22,Per cent of business at fixed rates Per cent,2020-Q1,91.903
Summary 1,22,Per cent of business at fixed rates Per cent,2020-Q2,90.25
Summary 1,22,Per cent of business at fixed rates Per cent,2020-Q3,91.195
Summary 1,22,Per cent of business at fixed rates Per cent,2020-Q4,92.433
Summary 1,22,Per cent of business at fixed rates Per cent,2021-Q1,92.519
Summary 1,22,Per cent of business at fixed rates Per cent,2021-Q2,93.536
Summary 1,22,Per cent of business at fixed rates Per cent,2021-Q3,94.127
Summary 1,22,Per cent of business at fixed rates Per cent,2021-Q4,94.398
Summary 1,22,Per cent of business at fixed rates Per cent,2022-Q1,94.335
Summary 1,22,Per cent of business at fixed rates Per cent,2022-Q2,95.415
Summary 1,22,Per cent of business at fixed rates Per cent,2022-Q3,95.455
Summary 1,22,Per cent of business at fixed rates Per cent,2022-Q4,94.525
Summary 1,22,Per cent of business at fixed rates Per cent,2023-Q1,83.318
Summary 1,22,Per cent of business at fixed rates Per cent,2023-Q2,84.619
Summary 1,22,Per cent of business at fixed rates Per cent,2023-Q3,90.406
Summary 1,22,Per cent of business at fixed rates Per cent,2023-Q4,86.307
Summary 1,22,Per cent of business at fixed rates Per cent,2024-Q1,87.901
Summary 1,22,Per cent of business at fixed rates Per cent,2024-Q2,93.395
Summary 1,22,Per cent of business at fixed rates Per cent,2024-Q3,93.391
Summary 1,22,Per cent of business at fixed rates Per cent,2024-Q4,94.29
Summary 1,22,Per cent of business at fixed rates Per cent,2025-Q1,94.06
Summary 1,22,Per cent of business at fixed rates Per cent,2025-Q2,92.675
Summary 1,22,Per cent of business at fixed rates Per cent,2025-Q3,92.94
Summary 1,22,Per cent of business at fixed rates Per cent,2025-Q4,93.241
Summary 1,25,Fixed rate loans Per cent,2007-Q1,5.348
Summary 1,25,Fixed rate loans Per cent,2007-Q2,5.542
Summary 1,25,Fixed rate loans Per cent,2007-Q3,5.772
Summary 1,25,Fixed rate loans Per cent,2007-Q4,6.013
Summary 1,25,Fixed rate loans Per cent,2008-Q1,5.923
Summary 1,25,Fixed rate loans Per cent,2008-Q2,5.82
Summary 1,25,Fixed rate loans Per cent,2008-Q3,6.116
Summary 1,25,Fixed rate loans Per cent,2008-Q4,6.052
Summary 1,25,Fixed rate loans Per cent,2009-Q1,5.305
Summary 1,25,Fixed rate loans Per cent,2009-Q2,4.739
Summary 1,25,Fixed rate loans Per cent,2009-Q3,4.798
Summary 1,25,Fixed rate loans Per cent,2009-Q4,4.993
Summary 1,25,Fixed rate loans Per cent,2010-Q1,4.904
Summary 1,25,Fixed rate loans Per cent,2010-Q2,4.702
Summary 1,25,Fixed rate loans Per cent,2010-Q3,4.552
Summary 1,25,Fixed rate loans Per cent,2010-Q4,4.376
Summary 1,25,Fixed rate loans Per cent,2011-Q1,4.237
Summary 1,25,Fixed rate loans Per cent,2011-Q2,4.432
Summary 1,25,Fixed rate loans Per cent,2011-Q3,4.239
Summary 1,25,Fixed rate loans Per cent,2011-Q4,3.94
Summary 1,25,Fixed rate loans Per cent,2012-Q1,3.99
Summary 1,25,Fixed rate loans Per cent,2012-Q2,4.223
Summary 1,25,Fixed rate loans Per cent,2012-Q3,4.331
Summary 1,25,Fixed rate loans Per cent,2012-Q4,4.1
Summary 1,25,Fixed rate loans Per cent,2013-Q1,3.797
Summary 1,25,Fixed rate loans Per cent,2013-Q2,3.576
Summary 1,25,Fixed rate loans Per cent,2013-Q3,3.399
Summary 1,25,Fixed rate loans Per cent,2013-Q4,3.304
Summary 1,25,Fixed rate loans Per cent,2014-Q1,3.317
Summary 1,25,Fixed rate loans Per cent,2014-Q2,3.352
Summary 1,25,Fixed rate loans Per cent,2014-Q3,3.428
Summary 1,25,Fixed rate loans Per cent,2014-Q4,3.368
Summary 1,25,Fixed rate loans Per cent,2015-Q1,3.11
Summary 1,25,Fixed rate loans Per cent,2015-Q2,2.915
Summary 1,25,Fixed rate loans Per cent,2015-Q3,2.794
Summary 1,25,Fixed rate loans Per cent,2015-Q4,2.724
Summary 1,25,Fixed rate loans Per cent,2016-Q1,2.66
Summary 1,25,Fixed rate loans Per cent,2016-Q2,2.599
Summary 1,25,Fixed rate loans Per cent,2016-Q3,2.52
Summary 1,25,Fixed rate loans Per cent,2016-Q4,2.379
Summary 1,25,Fixed rate loans Per cent,2017-Q1,2.292
Summary 1,25,Fixed rate loans Per cent,2017-Q2,2.273
Summary 1,25,Fixed rate loans Per cent,2017-Q3,2.198
Summary 1,25,Fixed rate loans Per cent,2017-Q4,2.17
Summary 1,25,Fixed rate loans Per cent,2018-Q1,2.177
Summary 1,25,Fixed rate loans Per cent,2018-Q2,2.249
Summary 1,25,Fixed rate loans Per cent,2018-Q3,2.272
Summary 1,25,Fixed rate loans Per cent,2018-Q4,2.267
Summary 1,25,Fixed rate loans Per cent,2019-Q1,2.29
Summary 1,25,Fixed rate loans Per cent,2019-Q2,2.269
Summary 1,25,Fixed rate loans Per cent,2019-Q3,2.223
Summary 1,25,Fixed rate loans Per cent,2019-Q4,2.134
Summary 1,25,Fixed rate loans Per cent,2020-Q1,2.056
Summary 1,25,Fixed rate loans Per cent,2020-Q2,1.964
Summary 1,25,Fixed rate loans Per cent,2020-Q3,1.938
Summary 1,25,Fixed rate loans Per cent,2020-Q4,2.056
Summary 1,25,Fixed rate loans Per cent,2021-Q1,2.169
Summary 1,25,Fixed rate loans Per cent,2021-Q2,2.197
Summary 1,25,Fixed rate loans Per cent,2021-Q3,2.138
Summary 1,25,Fixed rate loans Per cent,2021-Q4,1.905
Summary 1,25,Fixed rate loans Per cent,2022-Q1,1.87
Summary 1,25,Fixed rate loans Per cent,2022-Q2,2.143
Summary 1,25,Fixed rate loans Per cent,2022-Q3,2.685
Summary 1,25,Fixed rate loans Per cent,2022-Q4,3.388
Summary 1,25,Fixed rate loans Per cent,2023-Q1,4.169
Summary 1,25,Fixed rate loans Per cent,2023-Q2,4.508
Summary 1,25,Fixed rate loans Per cent,2023-Q3,4.728
Summary 1,25,Fixed rate loans Per cent,2023-Q4,5.217
Summary 1,25,Fixed rate loans Per cent,2024-Q1,4.897
Summary 1,25,Fixed rate loans Per cent,2024-Q2,4.764
Summary 1,25,Fixed rate loans Per cent,2024-Q3,4.829
Summary 1,25,Fixed rate loans Per cent,2024-Q4,4.615
Summary 1,25,Fixed rate loans Per cent,2025-Q1,4.592
Summary 1,25,Fixed rate loans Per cent,2025-Q2,4.585
Summary 1,25,Fixed rate loans Per cent,2025-Q3,4.435
Summary 1,25,Fixed rate loans Per cent,2025-Q4,4.344
Summary 1,26,Variable rate loans Per cent,2007-Q1,5.882
Summary 1,26,Variable rate loans Per cent,2007-Q2,6.051
Summary 1,26,Variable rate loans Per cent,2007-Q3,6.251
Summary 1,26,Variable rate loans Per cent,2007-Q4,6.137
Summary 1,26,Variable rate loans Per cent,2008-Q1,5.874
Summary 1,26,Variable rate loans Per cent,2008-Q2,5.834
Summary 1,26,Variable rate loans Per cent,2008-Q3,6.111
Summary 1,26,Variable rate loans Per cent,2008-Q4,4.327
Summary 1,26,Variable rate loans Per cent,2009-Q1,2.914
Summary 1,26,Variable rate loans Per cent,2009-Q2,2.749
